variant_id,pattern_id,category,difficulty,metadata_compiler_fixable,slow_ms_O0,fast_ms_O0,speedup_O0,resistant_O0,slow_ms_O2,fast_ms_O2,speedup_O2,resistant_O2,slow_ms_O3,fast_ms_O3,speedup_O3,resistant_O3,slow_ms_O3_fast_math,fast_ms_O3_fast_math,speedup_O3_fast_math,resistant_O3_fast_math,slow_ms_O3_lto,fast_ms_O3_lto,speedup_O3_lto,resistant_O3_lto
SR-3_v000,SR-3,Semantic Redundancy,easy,False,1135.719,0.108,10515.92,True,526.679,0.044,11969.98,True,523.798,0.041,12775.56,True,48.758,0.037,1317.78,True,501.051,0.04,12526.27,True
SR-3_v001,SR-3,Semantic Redundancy,easy,False,470.879,0.108,4359.99,True,390.741,0.039,10019.0,True,398.928,0.045,8865.07,True,50.277,0.048,1047.44,True,414.073,0.043,9629.6,True
SR-3_v002,SR-3,Semantic Redundancy,easy,False,143.624,0.051,2816.16,True,6.825,0.015,455.0,True,6.516,0.015,434.4,True,6.242,0.016,390.12,True,6.581,0.018,365.61,True
SR-3_v003,SR-3,Semantic Redundancy,easy,False,136.579,0.043,3176.26,True,108.896,0.023,4734.61,True,97.793,0.018,5432.94,True,13.813,0.02,690.65,True,107.888,0.024,4495.33,True
SR-3_v004,SR-3,Semantic Redundancy,easy,False,300.508,0.075,4006.77,True,14.072,0.023,611.83,True,15.018,0.023,652.96,True,16.011,0.03,533.7,True,14.561,0.034,428.26,True
SR-3_v005,SR-3,Semantic Redundancy,easy,False,299.282,0.063,4750.51,True,231.051,0.029,7967.28,True,240.683,0.024,10028.46,True,15.472,0.026,595.08,True,244.663,0.028,8737.96,True
SR-3_v006,SR-3,Semantic Redundancy,easy,False,33.646,0.045,747.69,True,28.756,0.014,2054.0,True,28.123,0.016,1757.69,True,4.399,0.011,399.91,True,27.969,0.012,2330.75,True
SR-3_v007,SR-3,Semantic Redundancy,easy,False,32.101,0.041,782.95,True,27.122,0.014,1937.29,True,28.382,0.014,2027.29,True,4.173,0.012,347.75,True,27.961,0.013,2150.85,True
SR-3_v008,SR-3,Semantic Redundancy,easy,False,8598.483,0.206,41740.21,True,8348.292,0.173,48256.02,True,8396.651,0.182,46135.45,True,8070.597,0.119,67820.14,True,7483.791,0.178,42043.77,True
SR-3_v009,SR-3,Semantic Redundancy,easy,False,33.312,0.041,812.49,True,27.137,0.011,2467.0,True,27.947,0.011,2540.64,True,2.083,0.009,231.44,True,27.377,0.013,2105.92,True
SR-3_v010,SR-3,Semantic Redundancy,easy,False,319.431,0.106,3013.5,True,260.829,0.029,8994.1,True,269.361,0.025,10774.44,True,18.944,0.03,631.47,True,258.494,0.032,8077.94,True
SR-3_v011,SR-3,Semantic Redundancy,medium,False,0.471,0.063,7.48,True,0.087,0.014,6.21,True,0.087,0.015,5.8,True,0.022,0.015,1.47,False,0.087,0.015,5.8,True
SR-3_v012,SR-3,Semantic Redundancy,easy,False,146.424,0.081,1807.7,True,115.439,0.035,3298.26,True,110.997,0.025,4439.88,True,17.459,0.02,872.95,True,112.533,0.024,4688.88,True
SR-3_v013,SR-3,Semantic Redundancy,easy,False,34.046,0.062,549.13,True,26.448,0.012,2204.0,True,26.014,0.027,963.48,True,3.125,0.011,284.09,True,27.161,0.013,2089.31,True
SR-3_v014,SR-3,Semantic Redundancy,easy,False,129.572,0.086,1506.65,True,113.67,0.023,4942.17,True,110.132,0.022,5006.0,True,8.471,0.021,403.38,True,111.422,0.021,5305.81,True
SR-4_v000,SR-4,Semantic Redundancy,easy,False,4.455,0.064,69.61,True,1.595,0.006,265.83,True,1.621,0.007,231.57,True,1.764,0.007,252.0,True,1.789,0.006,298.17,True
SR-4_v001,SR-4,Semantic Redundancy,easy,False,701.636,0.071,9882.2,True,684.702,0.013,52669.38,True,688.133,0.012,57344.42,True,683.796,0.013,52599.69,True,671.819,0.014,47987.07,True
SR-4_v002,SR-4,Semantic Redundancy,hard,False,583.539,0.09,6483.77,True,113.703,0.015,7580.2,True,114.054,0.014,8146.71,True,30.862,0.015,2057.47,True,111.784,0.014,7984.57,True
SR-4_v003,SR-4,Semantic Redundancy,easy,False,2332.799,0.677,3445.79,True,2296.772,0.131,17532.61,True,2304.953,0.136,16948.18,True,2299.312,0.132,17419.03,True,2320.214,0.131,17711.56,True
SR-4_v004,SR-4,Semantic Redundancy,easy,False,61.551,0.701,87.8,True,0.16,0.124,1.29,False,0.161,0.153,1.05,False,0.151,0.117,1.29,False,0.152,0.116,1.31,False
SR-4_v005,SR-4,Semantic Redundancy,easy,False,378.538,0.653,579.69,True,69.314,0.064,1083.03,True,70.036,0.064,1094.31,True,0.262,0.06,4.37,True,68.904,0.33,208.8,True
SR-4_v006,SR-4,Semantic Redundancy,hard,False,1005.439,0.755,1331.71,True,992.141,0.145,6842.35,True,996.651,0.557,1789.32,True,992.91,0.134,7409.78,True,1002.152,0.145,6911.39,True
SR-4_v007,SR-4,Semantic Redundancy,easy,False,512.768,1.491,343.91,True,464.405,0.136,3414.74,True,467.481,0.133,3514.89,True,457.916,0.563,813.35,True,431.847,0.132,3271.57,True
SR-4_v008,SR-4,Semantic Redundancy,hard,False,263.897,0.078,3383.29,True,235.262,0.009,26140.22,True,238.127,0.011,21647.91,True,240.128,0.009,26680.89,True,237.68,0.01,23768.0,True
SR-4_v009,SR-4,Semantic Redundancy,hard,False,2300.257,0.786,2926.54,True,434.319,0.108,4021.47,True,434.707,0.069,6300.1,True,63.831,0.066,967.14,True,450.628,0.066,6827.7,True
SR-4_v010,SR-4,Semantic Redundancy,easy,False,222.234,0.085,2614.52,True,225.99,0.01,22599.0,True,224.707,0.009,24967.44,True,215.969,0.008,26996.12,True,228.693,0.009,25410.33,True
SR-4_v011,SR-4,Semantic Redundancy,hard,False,23.412,0.097,241.36,True,0.022,0.013,1.69,False,0.022,0.012,1.83,False,0.017,0.013,1.31,False,0.023,0.013,1.77,False
SR-4_v012,SR-4,Semantic Redundancy,hard,False,106.421,0.074,1438.12,True,106.697,0.009,11855.22,True,0.012,0.008,1.5,False,0.014,0.008,1.75,False,0.014,0.006,2.33,True
SR-4_v013,SR-4,Semantic Redundancy,hard,False,1082.813,0.397,2727.49,True,985.49,0.071,13880.14,True,1006.069,0.069,14580.71,True,982.08,0.069,14233.04,True,989.058,0.154,6422.45,True
SR-4_v014,SR-4,Semantic Redundancy,easy,False,13689.291,0.667,20523.67,True,12453.358,0.142,87699.7,True,12227.559,0.074,165237.28,True,12398.652,0.204,60777.71,True,12269.256,0.185,66320.3,True
SR-5_v000,SR-5,Semantic Redundancy,hard,False,100.296,2.499,40.13,True,22.778,0.656,34.72,True,21.234,0.54,39.32,True,5.883,0.613,9.6,True,23.139,0.596,38.82,True
SR-5_v001,SR-5,Semantic Redundancy,hard,False,267.184,6.586,40.57,True,50.86,1.431,35.54,True,56.959,1.5,37.97,True,15.026,1.578,9.52,True,53.109,1.566,33.91,True
SR-5_v002,SR-5,Semantic Redundancy,hard,False,254.983,6.354,40.13,True,52.159,1.4,37.26,True,52.0,1.521,34.19,True,14.509,1.374,10.56,True,52.651,1.374,38.32,True
SR-5_v003,SR-5,Semantic Redundancy,hard,False,499.202,10.151,49.18,True,164.018,2.935,55.88,True,153.859,2.626,58.59,True,50.461,2.81,17.96,True,158.384,2.748,57.64,True
SR-5_v004,SR-5,Semantic Redundancy,hard,False,94.58,3.93,24.07,True,24.496,1.203,20.36,True,23.888,1.199,19.92,True,10.715,1.188,9.02,True,23.388,1.038,22.53,True
SR-5_v005,SR-5,Semantic Redundancy,hard,False,249.062,2.225,111.94,True,149.237,0.572,260.9,True,161.918,0.607,266.75,True,19.405,0.55,35.28,True,149.282,0.595,250.89,True
SR-5_v006,SR-5,Semantic Redundancy,hard,False,934.562,10.216,91.48,True,422.986,2.763,153.09,True,427.927,3.005,142.4,True,95.739,2.938,32.59,True,423.474,2.879,147.09,True
SR-5_v007,SR-5,Semantic Redundancy,hard,False,104.345,1.418,73.59,True,26.367,0.31,85.05,True,26.42,0.33,80.06,True,4.981,0.287,17.36,True,27.409,0.307,89.28,True
SR-5_v008,SR-5,Semantic Redundancy,hard,False,473.737,2.55,185.78,True,143.543,0.661,217.16,True,137.811,0.581,237.2,True,16.354,0.636,25.71,True,151.065,0.573,263.64,True
SR-5_v009,SR-5,Semantic Redundancy,hard,False,125.799,2.048,61.43,True,69.249,0.583,118.78,True,72.824,0.56,130.04,True,8.633,0.573,15.07,True,67.7,0.575,117.74,True
SR-5_v010,SR-5,Semantic Redundancy,hard,False,241.62,6.359,38.0,True,51.094,1.339,38.16,True,49.745,1.503,33.1,True,13.096,1.356,9.66,True,52.523,1.463,35.9,True
SR-5_v011,SR-5,Semantic Redundancy,hard,False,911.394,9.793,93.07,True,435.72,2.838,153.53,True,442.332,2.885,153.32,True,90.084,2.685,33.55,True,425.337,2.903,146.52,True
SR-5_v012,SR-5,Semantic Redundancy,hard,False,117.315,1.931,60.75,True,67.391,0.612,110.12,True,69.862,0.581,120.24,True,8.078,0.541,14.93,True,69.41,0.731,94.95,True
SR-5_v013,SR-5,Semantic Redundancy,hard,False,365.27,4.44,82.27,True,173.755,1.219,142.54,True,165.63,1.624,101.99,True,41.876,1.2,34.9,True,166.155,1.197,138.81,True
SR-5_v014,SR-5,Semantic Redundancy,hard,False,190.876,2.494,76.53,True,53.582,0.672,79.74,True,51.15,0.589,86.84,True,9.56,0.572,16.71,True,50.422,0.554,91.01,True
