variant_id,pattern_id,category,difficulty,metadata_compiler_fixable,slow_ms_O0,fast_ms_O0,speedup_O0,resistant_O0,slow_ms_O2,fast_ms_O2,speedup_O2,resistant_O2,slow_ms_O3,fast_ms_O3,speedup_O3,resistant_O3,slow_ms_O3_fast_math,fast_ms_O3_fast_math,speedup_O3_fast_math,resistant_O3_fast_math,slow_ms_O3_lto,fast_ms_O3_lto,speedup_O3_lto,resistant_O3_lto
DS-3_v006,DS-3,Data Structure,medium,False,181.463,57.319,3.17,True,89.226,47.799,1.87,False,187.005,51.208,3.65,True,166.234,50.089,3.32,True,168.959,70.794,2.39,True
DS-3_v007,DS-3,Data Structure,medium,False,199.613,76.824,2.6,True,307.492,52.4,5.87,True,310.6,53.322,5.82,True,192.7,49.071,3.93,True,136.403,54.507,2.5,True
DS-3_v008,DS-3,Data Structure,medium,False,374.795,102.064,3.67,True,334.931,98.021,3.42,True,366.678,54.302,6.75,True,176.996,68.741,2.57,True,165.555,54.272,3.05,True
DS-3_v009,DS-3,Data Structure,medium,False,373.536,68.118,5.48,True,305.536,86.883,3.52,True,172.377,57.513,3.0,True,158.163,51.632,3.06,True,149.48,49.75,3.0,True
DS-3_v010,DS-3,Data Structure,medium,False,85.482,51.597,1.66,False,99.114,30.164,3.29,True,87.989,24.262,3.63,True,53.516,32.013,1.67,False,40.685,27.324,1.49,False
DS-3_v011,DS-3,Data Structure,medium,False,149.466,75.405,1.98,False,80.001,80.373,1.0,False,69.698,48.977,1.42,False,73.237,45.487,1.61,False,104.131,46.395,2.24,True
DS-3_v012,DS-3,Data Structure,medium,False,246.86,57.778,4.27,True,182.822,48.194,3.79,True,135.616,93.426,1.45,False,126.481,48.928,2.59,True,111.055,62.345,1.78,False
DS-3_v013,DS-3,Data Structure,medium,False,105.95,78.189,1.36,False,113.354,24.986,4.54,True,93.009,25.781,3.61,True,83.978,26.696,3.15,True,76.37,24.611,3.1,True
DS-3_v014,DS-3,Data Structure,medium,False,62.867,55.234,1.14,False,46.665,55.089,0.85,False,40.382,24.09,1.68,False,34.643,23.045,1.5,False,38.523,24.911,1.55,False
DS-3_v015,DS-3,Data Structure,medium,False,81.953,28.394,2.89,True,53.414,23.341,2.29,True,70.267,22.026,3.19,True,87.36,27.16,3.22,True,55.536,23.034,2.41,True
DS-3_v016,DS-3,Data Structure,medium,False,74.109,36.509,2.03,True,47.29,24.333,1.94,False,76.272,21.591,3.53,True,87.519,23.63,3.7,True,53.919,23.096,2.33,True
DS-3_v017,DS-3,Data Structure,medium,False,114.299,31.063,3.68,True,34.384,22.908,1.5,False,35.025,39.41,0.89,False,43.522,21.743,2.0,False,42.899,21.59,1.99,False
DS-3_v018,DS-3,Data Structure,medium,False,84.02,55.789,1.51,False,93.828,48.046,1.95,False,86.671,45.935,1.89,False,79.155,43.936,1.8,False,77.414,46.6,1.66,False
DS-3_v019,DS-3,Data Structure,medium,False,94.978,58.49,1.62,False,61.809,46.12,1.34,False,61.634,44.372,1.39,False,63.798,43.862,1.45,False,81.061,50.514,1.6,False
DS-4_v000,DS-4,Data Structure Inefficiency,hard,False,18.364,6.971,2.63,True,8.414,2.335,3.6,True,8.335,2.182,3.82,True,8.525,1.008,8.46,True,8.659,2.295,3.77,True
DS-4_v001,DS-4,Data Structure Inefficiency,medium,False,12.411,5.416,2.29,True,6.436,3.473,1.85,False,6.521,3.557,1.83,False,6.289,1.051,5.98,True,6.189,2.716,2.28,True
DS-4_v002,DS-4,Data Structure Inefficiency,hard,False,8.876,3.81,2.33,True,4.986,1.314,3.79,True,5.173,1.53,3.38,True,4.714,1.436,3.28,True,5.197,1.337,3.89,True
DS-4_v003,DS-4,Data Structure Inefficiency,medium,False,23.304,3.806,6.12,True,26.412,5.132,5.15,True,24.463,6.086,4.02,True,14.598,2.558,5.71,True,17.437,3.847,4.53,True
DS-4_v004,DS-4,Data Structure Inefficiency,hard,False,28.778,7.024,4.1,True,12.84,2.183,5.88,True,24.037,3.574,6.73,True,10.731,2.648,4.05,True,12.091,3.185,3.8,True
DS-4_v005,DS-4,Data Structure Inefficiency,hard,False,36.109,9.036,4.0,True,18.932,3.901,4.85,True,17.065,2.943,5.8,True,19.2,6.66,2.88,True,19.103,3.09,6.18,True
DS-4_v006,DS-4,Data Structure Inefficiency,medium,False,11.27,11.502,0.98,False,7.902,5.985,1.32,False,6.708,3.941,1.7,False,7.425,3.334,2.23,True,6.815,5.171,1.32,False
DS-4_v007,DS-4,Data Structure Inefficiency,hard,False,16.762,3.986,4.21,True,12.16,1.568,7.76,True,12.306,1.368,9.0,True,12.244,0.796,15.38,True,12.129,1.447,8.38,True
DS-4_v008,DS-4,Data Structure Inefficiency,medium,False,29.052,11.721,2.48,True,11.919,3.417,3.49,True,13.728,3.922,3.5,True,12.16,2.055,5.92,True,11.987,3.583,3.35,True
DS-4_v009,DS-4,Data Structure Inefficiency,medium,False,9.66,4.868,1.98,False,8.178,2.983,2.74,True,8.064,2.884,2.8,True,6.177,2.217,2.79,True,8.173,2.342,3.49,True
DS-4_v010,DS-4,Data Structure Inefficiency,hard,False,19.467,5.882,3.31,True,6.617,2.406,2.75,True,6.645,2.06,3.23,True,6.426,1.466,4.38,True,6.549,2.266,2.89,True
DS-4_v011,DS-4,Data Structure Inefficiency,hard,False,15.063,4.256,3.54,True,5.515,2.076,2.66,True,5.573,1.505,3.7,True,5.522,0.708,7.8,True,5.36,1.413,3.79,True
DS-4_v012,DS-4,Data Structure Inefficiency,hard,False,12.854,3.666,3.51,True,10.38,3.189,3.25,True,10.931,3.485,3.14,True,7.614,2.412,3.16,True,11.066,2.421,4.57,True
DS-4_v013,DS-4,Data Structure Inefficiency,medium,False,16.901,5.584,3.03,True,12.39,1.705,7.27,True,12.41,1.776,6.99,True,12.371,1.538,8.04,True,12.606,1.113,11.33,True
DS-4_v014,DS-4,Data Structure Inefficiency,hard,False,12.868,3.631,3.54,True,10.772,1.32,8.16,True,10.876,1.303,8.35,True,8.726,0.592,14.74,True,10.838,1.324,8.19,True
DS-4_v015,DS-4,Data Structure Inefficiency,medium,False,16.073,7.214,2.23,True,13.402,3.565,3.76,True,7.005,1.774,3.95,True,5.999,1.157,5.18,True,5.891,3.418,1.72,False
DS-4_v016,DS-4,Data Structure Inefficiency,medium,False,9.062,7.425,1.22,False,8.321,3.805,2.19,True,8.511,3.466,2.46,True,7.073,2.156,3.28,True,7.986,3.134,2.55,True
DS-4_v017,DS-4,Data Structure Inefficiency,hard,False,13.989,4.306,3.25,True,12.363,1.99,6.21,True,12.369,1.481,8.35,True,12.24,0.758,16.15,True,12.115,1.476,8.21,True
DS-4_v018,DS-4,Data Structure Inefficiency,hard,False,24.132,9.085,2.66,True,12.384,3.093,4.0,True,11.271,3.007,3.75,True,11.966,1.437,8.33,True,10.909,3.625,3.01,True
DS-4_v019,DS-4,Data Structure Inefficiency,hard,False,29.635,9.607,3.08,True,24.501,3.034,8.08,True,24.471,2.954,8.28,True,24.371,1.705,14.29,True,24.349,2.948,8.26,True
HR-2_v000,HR-2,Human-Style Antipatterns,medium,False,8.9923,8.8477,1.02,False,4.0623,2.2023,1.84,False,4.384,2.296,1.91,False,0.419,0.3087,1.36,False,1.4153,0.824,1.72,False
HR-2_v001,HR-2,Human-Style Antipatterns,medium,False,8.3493,9.626,0.87,False,4.5867,2.293,2.0,False,4.155,2.2143,1.88,False,1.359,0.848,1.6,False,1.837,1.0343,1.78,False
HR-2_v002,HR-2,Human-Style Antipatterns,medium,False,8.0133,9.028,0.89,False,4.336,2.316,1.87,False,4.168,2.2203,1.88,False,0.898,0.5877,1.53,False,1.9183,0.979,1.96,False
HR-2_v003,HR-2,Human-Style Antipatterns,medium,False,20.237,20.2733,1.0,False,10.3787,5.5123,1.88,False,10.3023,5.4823,1.88,False,1.0493,0.739,1.42,False,3.917,2.8047,1.4,False
HR-2_v004,HR-2,Human-Style Antipatterns,medium,False,44.1487,40.6367,1.09,False,20.0607,10.949,1.83,False,20.146,10.9613,1.84,False,2.2907,1.5393,1.49,False,7.63,4.1777,1.83,False
HR-2_v005,HR-2,Human-Style Antipatterns,medium,False,8.0077,8.3087,0.96,False,4.3067,2.1937,1.96,False,4.0963,2.2037,1.86,False,0.4643,0.3403,1.36,False,1.723,0.939,1.83,False
HR-2_v006,HR-2,Human-Style Antipatterns,medium,False,8.0427,9.0557,0.89,False,4.1327,2.2043,1.87,False,4.1923,2.2103,1.9,False,0.9363,0.6517,1.44,False,1.8117,0.9483,1.91,False
HR-2_v007,HR-2,Human-Style Antipatterns,medium,False,42.279,45.349,0.93,False,27.042,14.3367,1.89,False,24.5597,11.992,2.05,True,5.0147,3.0303,1.65,False,8.4197,4.4923,1.87,False
HR-2_v008,HR-2,Human-Style Antipatterns,medium,False,8.0083,8.367,0.96,False,4.1257,2.2147,1.86,False,4.081,2.189,1.86,False,0.5067,0.3047,1.66,False,1.419,0.8657,1.64,False
HR-2_v009,HR-2,Human-Style Antipatterns,medium,False,49.6777,43.0223,1.15,False,20.5967,11.1073,1.85,False,20.8453,11.0713,1.88,False,2.3163,1.5043,1.54,False,7.9353,4.116,1.93,False
HR-2_v010,HR-2,Human-Style Antipatterns,medium,False,8.161,8.319,0.98,False,4.4693,2.475,1.81,False,4.107,2.2233,1.85,False,0.3827,0.302,1.27,False,1.411,0.827,1.71,False
HR-2_v011,HR-2,Human-Style Antipatterns,medium,False,43.0863,47.2573,0.91,False,23.6377,11.58,2.04,True,21.223,11.1417,1.9,False,4.617,3.001,1.54,False,11.2353,5.6637,1.98,False
HR-2_v012,HR-2,Human-Style Antipatterns,medium,False,21.8783,23.0637,0.95,False,10.9463,5.639,1.94,False,11.4817,5.597,2.05,True,2.2693,1.5143,1.5,False,5.6773,2.8953,1.96,False
HR-2_v013,HR-2,Human-Style Antipatterns,medium,False,8.545,8.7867,0.97,False,4.0503,2.2707,1.78,False,4.0667,2.2477,1.81,False,0.6543,0.4413,1.48,False,1.7917,1.05,1.71,False
HR-2_v014,HR-2,Human-Style Antipatterns,medium,False,8.157,8.4313,0.97,False,4.184,2.388,1.75,False,4.0097,2.1887,1.83,False,0.6733,0.4533,1.49,False,1.556,1.03,1.51,False
HR-3_v000,HR-3,Human-Style Antipatterns,hard,False,11.4463,5.23,2.19,True,5.0183,0.7817,6.42,True,5.344,0.8497,6.29,True,4.838,0.7177,6.74,True,4.1513,0.7323,5.67,True
HR-3_v001,HR-3,Human-Style Antipatterns,hard,False,9.7853,4.264,2.29,True,5.5857,1.179,4.74,True,5.157,0.6713,7.68,True,4.07,0.7663,5.31,True,5.204,0.7647,6.81,True
HR-3_v002,HR-3,Human-Style Antipatterns,hard,False,12.4197,7.3327,1.69,False,5.6363,1.987,2.84,True,7.9733,1.5413,5.17,True,8.7563,1.6207,5.4,True,7.66,1.4727,5.2,True
HR-3_v003,HR-3,Human-Style Antipatterns,hard,False,7.557,3.603,2.1,True,3.096,0.6283,4.93,True,3.3023,0.6357,5.2,True,1.9303,0.568,3.4,True,3.3047,0.5933,5.57,True
HR-3_v004,HR-3,Human-Style Antipatterns,hard,False,4.186,1.7627,2.37,True,2.2827,0.353,6.47,True,2.2413,0.2757,8.13,True,1.6903,0.3253,5.2,True,2.286,0.3107,7.36,True
HR-3_v005,HR-3,Human-Style Antipatterns,hard,False,12.3503,7.8247,1.58,False,8.258,1.4113,5.85,True,8.088,1.5737,5.14,True,7.962,1.5293,5.21,True,8.1857,1.637,5.0,True
HR-3_v006,HR-3,Human-Style Antipatterns,hard,False,5.192,2.345,2.21,True,1.9367,0.2823,6.86,True,2.0087,0.2847,7.06,True,1.5827,0.3143,5.03,True,1.698,0.2813,6.04,True
HR-3_v007,HR-3,Human-Style Antipatterns,hard,False,12.8263,7.732,1.66,False,8.2033,1.642,5.0,True,8.8637,2.0647,4.29,True,5.9007,1.7547,3.36,True,8.0903,1.5403,5.25,True
HR-3_v008,HR-3,Human-Style Antipatterns,hard,False,14.2793,6.8187,2.09,True,4.29,1.1843,3.62,True,5.0047,0.8257,6.06,True,5.015,0.7287,6.88,True,4.459,0.9437,4.73,True
HR-3_v009,HR-3,Human-Style Antipatterns,hard,False,5.9597,3.5293,1.69,False,3.472,0.615,5.65,True,3.3363,0.5777,5.78,True,2.974,0.618,4.81,True,3.0827,0.5547,5.56,True
HR-3_v010,HR-3,Human-Style Antipatterns,hard,False,22.9773,10.56,2.18,True,11.21,1.7717,6.33,True,9.6827,1.5147,6.39,True,10.9827,1.721,6.38,True,8.5533,1.4277,5.99,True
HR-3_v011,HR-3,Human-Style Antipatterns,hard,False,21.334,9.5413,2.24,True,11.2487,1.37,8.21,True,12.1477,1.7487,6.95,True,8.204,1.3503,6.08,True,10.1827,1.5127,6.73,True
HR-3_v012,HR-3,Human-Style Antipatterns,hard,False,9.8263,4.5803,2.15,True,5.535,0.7137,7.76,True,5.653,0.6777,8.34,True,5.4203,0.7493,7.23,True,5.8057,0.8843,6.57,True
HR-3_v013,HR-3,Human-Style Antipatterns,hard,False,23.9197,14.5523,1.64,False,16.141,3.338,4.84,True,14.842,3.0703,4.83,True,9.5423,3.1,3.08,True,15.3693,3.124,4.92,True
HR-3_v014,HR-3,Human-Style Antipatterns,hard,False,11.3677,5.2187,2.18,True,4.824,0.6577,7.34,True,5.0133,0.6847,7.32,True,5.01,0.7633,6.56,True,3.9333,0.7603,5.17,True
HR-4_v000,HR-4,Human-Style Antipatterns,medium,False,9.5837,1.2268,7.81,True,5.5266,1.1987,4.61,True,5.044,0.9941,5.07,True,5.0969,0.092,55.4,True,5.0509,0.1034,48.85,True
HR-4_v001,HR-4,Human-Style Antipatterns,medium,False,31.6664,7.5131,4.21,True,19.2487,2.6038,7.39,True,20.2152,2.656,7.61,True,21.1802,0.4351,48.68,True,20.9928,0.2638,79.58,True
HR-4_v002,HR-4,Human-Style Antipatterns,medium,False,13.2162,3.2654,4.05,True,7.7506,1.1366,6.82,True,8.0703,1.0795,7.48,True,8.7903,0.1597,55.04,True,8.3053,0.1096,75.78,True
HR-4_v003,HR-4,Human-Style Antipatterns,medium,False,23.9814,3.6467,6.58,True,13.55,2.6602,5.09,True,13.9935,2.8642,4.89,True,13.9009,0.8583,16.2,True,12.6761,0.2643,47.96,True
HR-4_v004,HR-4,Human-Style Antipatterns,medium,False,46.5264,7.0661,6.58,True,27.2392,5.4354,5.01,True,27.1851,5.5163,4.93,True,,,,,25.8344,0.5488,47.07,True
HR-4_v005,HR-4,Human-Style Antipatterns,medium,False,65.8915,15.3864,4.28,True,40.4537,5.5997,7.22,True,40.7486,5.3147,7.67,True,,,,,41.574,0.5439,76.44,True
HR-4_v006,HR-4,Human-Style Antipatterns,medium,False,9.4643,1.2775,7.41,True,5.4591,1.1171,4.89,True,5.3831,1.0957,4.91,True,5.3877,0.1847,29.17,True,5.1149,0.1045,48.95,True
HR-4_v007,HR-4,Human-Style Antipatterns,medium,False,33.6773,9.2319,3.65,True,19.8348,2.7009,7.34,True,20.0432,2.6958,7.43,True,21.4226,0.805,26.61,True,22.26,0.2798,79.56,True
HR-4_v008,HR-4,Human-Style Antipatterns,medium,False,68.748,17.8092,3.86,True,39.2478,5.4527,7.2,True,42.0176,5.5614,7.56,True,41.5785,1.692,24.57,True,42.3934,0.5553,76.34,True
HR-4_v009,HR-4,Human-Style Antipatterns,medium,False,68.8789,15.0572,4.57,True,43.2018,5.6523,7.64,True,41.5317,5.6999,7.29,True,,,,,42.7263,0.5487,77.87,True
HR-4_v010,HR-4,Human-Style Antipatterns,medium,False,50.554,7.5052,6.74,True,26.4373,5.2922,5.0,True,27.7497,5.5347,5.01,True,,,,,25.8445,0.6502,39.75,True
HR-4_v011,HR-4,Human-Style Antipatterns,medium,False,10.4911,1.3495,7.77,True,5.5264,1.1414,4.84,True,5.6065,1.0673,5.25,True,5.5938,0.0883,63.35,True,5.0312,0.1057,47.6,True
HR-4_v012,HR-4,Human-Style Antipatterns,medium,False,13.4468,3.692,3.64,True,8.0809,1.1159,7.24,True,8.0988,1.0729,7.55,True,8.6096,0.412,20.9,True,8.6191,0.1112,77.51,True
HR-4_v013,HR-4,Human-Style Antipatterns,medium,False,32.99,8.7294,3.78,True,20.878,2.7468,7.6,True,21.2512,2.8805,7.38,True,21.4461,0.8815,24.33,True,19.7496,0.2638,74.87,True
HR-4_v014,HR-4,Human-Style Antipatterns,medium,False,67.6094,18.0059,3.75,True,40.5579,5.9042,6.87,True,42.729,5.8241,7.34,True,40.3722,1.7287,23.35,True,40.3249,0.5551,72.64,True
HR-4_v015,HR-4,Human-Style Antipatterns,medium,False,48.8939,7.408,6.6,True,30.0852,5.8589,5.13,True,27.5934,5.3618,5.15,True,28.0959,1.5941,17.62,True,25.362,0.5393,47.03,True
HR-4_v016,HR-4,Human-Style Antipatterns,medium,False,34.1047,9.1699,3.72,True,20.7189,2.7157,7.63,True,19.9371,2.7234,7.32,True,20.687,0.8243,25.1,True,19.5376,0.2739,71.33,True
HR-4_v017,HR-4,Human-Style Antipatterns,medium,False,51.8511,6.8827,7.53,True,26.4963,5.2692,5.03,True,26.3204,5.2769,4.99,True,25.551,1.0799,23.66,True,24.4957,0.5278,46.41,True
HR-4_v018,HR-4,Human-Style Antipatterns,medium,False,13.1466,3.6445,3.61,True,8.0675,1.0985,7.34,True,8.2609,1.1252,7.34,True,7.9712,0.3081,25.87,True,7.4776,0.1037,72.11,True
HR-4_v019,HR-4,Human-Style Antipatterns,medium,False,48.6829,6.6252,7.35,True,25.4361,5.2103,4.88,True,26.058,5.2425,4.97,True,26.2859,1.0105,26.01,True,24.7052,0.5248,47.08,True
IS-1_v000,IS-1,Input-Sensitive Inefficiency,medium,False,10.468,6.957,1.5,False,4.49,3.217,1.4,False,4.379,3.094,1.42,False,0.541,3.068,0.18,False,4.283,3.11,1.38,False
IS-1_v001,IS-1,Input-Sensitive Inefficiency,hard,False,41.23,0.382,107.93,True,18.343,0.173,106.03,True,17.377,0.169,102.82,True,17.885,0.166,107.74,True,14.861,0.189,78.63,True
IS-1_v002,IS-1,Input-Sensitive Inefficiency,medium,False,13.224,0.163,81.13,True,2.461,0.083,29.65,True,2.346,0.089,26.36,True,2.371,0.083,28.57,True,2.317,0.086,26.94,True
IS-1_v003,IS-1,Input-Sensitive Inefficiency,hard,False,39.661,0.414,95.8,True,18.779,0.31,60.58,True,17.604,0.191,92.17,True,17.455,0.211,82.73,True,14.785,0.222,66.6,True
IS-1_v004,IS-1,Input-Sensitive Inefficiency,hard,False,40.581,1.737,23.36,True,17.572,0.898,19.57,True,17.422,0.91,19.15,True,17.436,0.899,19.39,True,14.697,0.913,16.1,True
IS-1_v005,IS-1,Input-Sensitive Inefficiency,hard,False,38.797,4.364,8.89,True,17.412,2.421,7.19,True,17.387,2.417,7.19,True,17.737,2.499,7.1,True,14.739,2.596,5.68,True
IS-1_v006,IS-1,Input-Sensitive Inefficiency,medium,False,10.338,6.585,1.57,False,4.396,3.165,1.39,False,4.395,3.044,1.44,False,1.363,3.211,0.42,False,4.366,3.221,1.36,False
IS-1_v007,IS-1,Input-Sensitive Inefficiency,medium,False,10.002,6.454,1.55,False,4.274,3.046,1.4,False,4.282,3.003,1.43,False,0.717,3.09,0.23,False,4.264,3.167,1.35,False
IS-1_v008,IS-1,Input-Sensitive Inefficiency,medium,False,12.659,0.827,15.31,True,2.319,0.457,5.07,True,2.391,0.46,5.2,True,2.359,0.429,5.5,True,2.429,0.43,5.65,True
IS-1_v009,IS-1,Input-Sensitive Inefficiency,medium,False,10.894,6.487,1.68,False,4.263,3.075,1.39,False,4.256,3.006,1.42,False,0.527,3.081,0.17,False,4.308,3.133,1.38,False
IS-1_v010,IS-1,Input-Sensitive Inefficiency,medium,False,13.314,0.835,15.94,True,2.364,0.431,5.48,True,2.301,0.461,4.99,True,2.371,0.435,5.45,True,2.767,0.43,6.43,True
IS-1_v011,IS-1,Input-Sensitive Inefficiency,medium,False,12.891,0.807,15.97,True,2.263,0.409,5.53,True,2.244,0.409,5.49,True,3.008,0.434,6.93,True,2.279,0.438,5.2,True
IS-1_v012,IS-1,Input-Sensitive Inefficiency,hard,False,39.205,4.413,8.88,True,17.461,2.518,6.93,True,17.5,2.361,7.41,True,19.218,2.638,7.29,True,14.781,2.572,5.75,True
IS-1_v013,IS-1,Input-Sensitive Inefficiency,medium,False,10.211,6.523,1.57,False,4.401,3.09,1.42,False,4.428,3.107,1.43,False,1.061,3.223,0.33,False,6.354,3.206,1.98,False
IS-1_v014,IS-1,Input-Sensitive Inefficiency,medium,False,15.359,0.194,79.17,True,4.623,0.113,40.91,True,4.943,0.108,45.77,True,4.799,0.107,44.85,True,4.826,0.112,43.09,True
IS-1_v015,IS-1,Input-Sensitive Inefficiency,hard,False,38.95,4.324,9.01,True,17.536,2.409,7.28,True,17.648,2.363,7.47,True,17.507,2.359,7.42,True,14.99,2.731,5.49,True
IS-1_v016,IS-1,Input-Sensitive Inefficiency,hard,False,39.184,0.434,90.29,True,17.567,0.227,77.39,True,17.945,0.18,99.69,True,17.729,0.198,89.54,True,14.804,0.216,68.54,True
IS-1_v017,IS-1,Input-Sensitive Inefficiency,medium,False,9.941,6.502,1.53,False,4.389,3.118,1.41,False,4.278,2.986,1.43,False,0.546,3.072,0.18,False,4.269,3.11,1.37,False
IS-1_v018,IS-1,Input-Sensitive Inefficiency,medium,False,15.064,0.192,78.46,True,4.544,0.11,41.31,True,4.485,0.11,40.77,True,4.649,0.117,39.74,True,4.695,0.126,37.26,True
IS-1_v019,IS-1,Input-Sensitive Inefficiency,medium,False,12.655,0.847,14.94,True,2.41,0.427,5.64,True,2.351,0.432,5.44,True,2.344,0.441,5.32,True,2.275,0.423,5.38,True
IS-2_v000,IS-2,Input-Sensitive Inefficiency,medium,False,21.268,17.305,1.23,False,12.724,10.928,1.16,False,13.275,10.572,1.26,False,13.004,10.307,1.26,False,12.515,10.983,1.14,False
IS-2_v001,IS-2,Input-Sensitive Inefficiency,medium,False,18.532,10.645,1.74,False,8.359,4.857,1.72,False,8.627,4.798,1.8,False,8.538,4.862,1.76,False,8.813,4.893,1.8,False
IS-2_v002,IS-2,Input-Sensitive Inefficiency,medium,False,19.284,8.231,2.34,True,12.139,3.123,3.89,True,12.411,3.196,3.88,True,12.479,3.036,4.11,True,11.532,3.119,3.7,True
IS-2_v003,IS-2,Input-Sensitive Inefficiency,medium,False,7.405,3.843,1.93,False,5.223,1.692,3.09,True,5.33,1.627,3.28,True,5.309,1.594,3.33,True,5.173,1.664,3.11,True
IS-2_v004,IS-2,Input-Sensitive Inefficiency,medium,False,31.64,14.181,2.23,True,12.677,5.235,2.42,True,13.317,5.182,2.57,True,12.899,5.215,2.47,True,12.009,5.204,2.31,True
IS-2_v005,IS-2,Input-Sensitive Inefficiency,medium,False,106.969,86.343,1.24,False,62.372,49.574,1.26,False,61.985,47.923,1.29,False,63.524,48.243,1.32,False,61.198,49.146,1.25,False
IS-2_v006,IS-2,Input-Sensitive Inefficiency,medium,False,19.109,14.9,1.28,False,10.531,8.227,1.28,False,10.351,8.073,1.28,False,10.704,8.031,1.33,False,10.298,8.414,1.22,False
IS-2_v007,IS-2,Input-Sensitive Inefficiency,medium,False,8.508,4.279,1.99,False,5.405,1.719,3.14,True,5.398,1.762,3.06,True,5.555,1.723,3.22,True,4.577,1.646,2.78,True
IS-2_v008,IS-2,Input-Sensitive Inefficiency,medium,False,46.544,35.977,1.29,False,26.829,19.896,1.35,False,27.501,19.867,1.38,False,25.664,21.441,1.2,False,25.901,20.71,1.25,False
IS-2_v009,IS-2,Input-Sensitive Inefficiency,medium,False,36.023,17.447,2.06,True,26.646,7.135,3.73,True,25.979,7.63,3.4,True,26.437,7.467,3.54,True,26.254,7.253,3.62,True
IS-2_v010,IS-2,Input-Sensitive Inefficiency,medium,False,110.537,95.275,1.16,False,65.007,52.762,1.23,False,63.275,51.489,1.23,False,66.425,56.524,1.18,False,62.75,57.443,1.09,False
IS-2_v011,IS-2,Input-Sensitive Inefficiency,medium,False,113.831,93.506,1.22,False,64.088,53.322,1.2,False,63.179,51.887,1.22,False,63.154,51.872,1.22,False,62.05,53.862,1.15,False
IS-2_v012,IS-2,Input-Sensitive Inefficiency,medium,False,32.77,16.768,1.95,False,14.75,7.007,2.11,True,14.907,7.188,2.07,True,15.442,7.147,2.16,True,14.307,7.128,2.01,True
IS-2_v013,IS-2,Input-Sensitive Inefficiency,medium,False,53.826,43.479,1.24,False,31.535,24.291,1.3,False,30.924,24.153,1.28,False,31.535,24.344,1.3,False,30.228,25.12,1.2,False
IS-2_v014,IS-2,Input-Sensitive Inefficiency,medium,False,23.227,11.653,1.99,False,13.492,4.295,3.14,True,13.784,4.29,3.21,True,13.434,4.307,3.12,True,11.465,4.395,2.61,True
IS-3_v000,IS-3,Input-Sensitive Inefficiency,hard,False,5.6847,0.0,5684.75,True,1.0578,0.0001,1057.8,True,0.994,0.0001,994.0,True,0.988,0.0001,988.05,True,1.0405,0.0001,1040.5,True
IS-3_v001,IS-3,Input-Sensitive Inefficiency,hard,False,5.5657,0.0001,5565.75,True,1.0013,0.0001,1001.3,True,0.9883,0.0001,988.25,True,1.1977,0.0001,1197.75,True,0.9931,0.0001,993.1,True
IS-3_v002,IS-3,Input-Sensitive Inefficiency,hard,False,3.5175,0.0,3517.45,True,0.4812,0.0,481.2,True,0.4856,0.0,485.55,True,0.4967,0.0001,496.7,True,0.484,0.0,484.0,True
IS-3_v003,IS-3,Input-Sensitive Inefficiency,hard,False,2.7628,0.0001,2762.8,True,0.2364,0.0,236.35,True,0.2279,0.0001,227.85,True,0.2496,0.0,249.6,True,0.2616,0.0001,261.65,True
IS-3_v004,IS-3,Input-Sensitive Inefficiency,hard,False,1.1974,0.0003,1197.4,True,0.1648,0.0002,164.75,True,0.1744,0.0002,174.35,True,0.1613,0.0002,161.3,True,0.1871,0.0002,187.15,True
IS-3_v005,IS-3,Input-Sensitive Inefficiency,hard,False,2.7768,0.0,2776.8,True,0.5143,0.0,514.3,True,0.4792,0.0,479.2,True,0.5225,0.0,522.55,True,0.6755,0.0001,675.5,True
IS-3_v006,IS-3,Input-Sensitive Inefficiency,hard,False,5.8741,0.0001,5874.1,True,0.491,0.0001,491.05,True,0.5101,0.0001,510.15,True,0.5414,0.0001,541.4,True,0.5609,0.0001,560.85,True
IS-3_v007,IS-3,Input-Sensitive Inefficiency,hard,False,5.8325,0.0001,5832.55,True,1.0351,0.0,1035.1,True,1.3571,0.0,1357.1,True,1.3048,0.0001,1304.8,True,1.0322,0.0001,1032.2,True
IS-3_v008,IS-3,Input-Sensitive Inefficiency,hard,False,1.1266,0.0001,1126.6,True,0.0892,0.0001,89.2,True,0.1165,0.0001,116.45,True,0.1117,0.0,111.65,True,0.0898,0.0001,89.8,True
IS-3_v009,IS-3,Input-Sensitive Inefficiency,hard,False,5.686,0.0001,5686.0,True,1.114,0.0001,1114.0,True,1.1206,0.0,1120.65,True,1.2222,0.0,1222.15,True,1.1485,0.0001,1148.5,True
IS-3_v010,IS-3,Input-Sensitive Inefficiency,hard,False,2.9855,0.0001,2985.55,True,0.3241,0.0001,324.1,True,0.2519,0.0001,251.85,True,0.2374,0.0,237.4,True,0.2747,0.0001,274.75,True
IS-3_v011,IS-3,Input-Sensitive Inefficiency,hard,False,3.384,0.0,3384.0,True,0.2562,0.0,256.2,True,0.2545,0.0,254.45,True,0.3377,0.0,337.65,True,0.2611,0.0,261.05,True
IS-3_v012,IS-3,Input-Sensitive Inefficiency,hard,False,3.0819,0.0,3081.9,True,0.2261,0.0,226.1,True,0.2394,0.0,239.4,True,0.2869,0.0,286.9,True,0.2428,0.0001,242.75,True
