variant_id,pattern_id,category,difficulty,speedup_clang_O3,speedup_clang_polly,min_speedup_across_regimes,resistant
COMP_v320,COMP,Composed,hard,77.95,84.41,77.95,True
COMP_v321,COMP,Composed,hard,3541.82,2120.57,2120.57,True
COMP_v322,COMP,Composed,hard,8.31,8.21,8.21,True
COMP_v323,COMP,Composed,hard,10.25,8.8,8.8,True
COMP_v324,COMP,Composed,hard,358.52,360.4,358.52,True
COMP_v325,COMP,Composed,hard,8.17,6.66,6.66,True
COMP_v326,COMP,Composed,hard,2.84,2.66,2.66,True
COMP_v328,COMP,Composed,hard,48.68,30.99,30.99,True
COMP_v329,COMP,Composed,hard,12.23,12.63,12.23,True
COMP_v327,COMP,Composed,hard,12.15,5.78,5.78,True
COMP_v330,COMP,Composed,hard,675.61,748.26,675.61,True
COMP_v331,COMP,Composed,hard,93955.0,109144.0,93955.0,True
COMP_v332,COMP,Composed,hard,166.71,190.0,166.71,True
COMP_v333,COMP,Composed,hard,2.75,2.63,2.63,True
COMP_v336,COMP,Composed,hard,8.0,7.62,7.62,True
COMP_v334,COMP,Composed,hard,407.8,408.52,407.8,True
COMP_v337,COMP,Composed,hard,287.54,274.2,274.2,True
COMP_v335,COMP,Composed,hard,417.84,394.94,394.94,True
COMP_v338,COMP,Composed,hard,11.85,10.31,10.31,True
COMP_v339,COMP,Composed,hard,218.06,210.09,210.09,True
COMP_v341,COMP,Composed,hard,8.2,2.47,2.47,True
COMP_v340,COMP,Composed,hard,361.08,341.64,341.64,True
COMP_v343,COMP,Composed,hard,94378.0,109283.0,94378.0,True
COMP_v344,COMP,Composed,hard,12.41,12.37,12.37,True
COMP_v345,COMP,Composed,hard,12.91,12.19,12.19,True
COMP_v346,COMP,Composed,hard,7.39,8.36,7.39,True
COMP_v342,COMP,Composed,hard,430.57,464.61,430.57,True
COMP_v347,COMP,Composed,hard,2.69,2.58,2.58,True
COMP_v348,COMP,Composed,hard,2649.0,3648.0,2649.0,True
COMP_v350,COMP,Composed,hard,149.5,57.43,57.43,True
COMP_v351,COMP,Composed,hard,5.01,5.1,5.01,True
COMP_v349,COMP,Composed,hard,327.6,334.33,327.6,True
COMP_v352,COMP,Composed,hard,2625.0,3411.0,2625.0,True
COMP_v353,COMP,Composed,hard,9.13,9.04,9.04,True
COMP_v354,COMP,Composed,hard,85.69,109.73,85.69,True
COMP_v355,COMP,Composed,hard,2.57,2.63,2.57,True
COMP_v356,COMP,Composed,hard,53.22,47.72,47.72,True
COMP_v357,COMP,Composed,hard,288.0,58.93,58.93,True
COMP_v359,COMP,Composed,hard,2.92,2.56,2.56,True
COMP_v358,COMP,Composed,hard,3619.31,3374.84,3374.84,True
COMP_v360,COMP,Composed,hard,6.85,4.88,4.88,True
COMP_v361,COMP,Composed,hard,51.19,47.37,47.37,True
COMP_v362,COMP,Composed,hard,190.61,206.44,190.61,True
COMP_v363,COMP,Composed,hard,2624.0,3667.0,2624.0,True
COMP_v364,COMP,Composed,hard,10.26,6.39,6.39,True
COMP_v365,COMP,Composed,hard,7.73,7.3,7.3,True
COMP_v366,COMP,Composed,hard,884.0,694.84,694.84,True
COMP_v367,COMP,Composed,hard,129.0,55.07,55.07,True
COMP_v368,COMP,Composed,hard,92.79,92.31,92.31,True
COMP_v369,COMP,Composed,hard,94562.0,116453.0,94562.0,True
COMP_v370,COMP,Composed,hard,328.1,317.58,317.58,True
COMP_v371,COMP,Composed,hard,92.08,106.36,92.08,True
COMP_v373,COMP,Composed,hard,7.82,3.85,3.85,True
COMP_v374,COMP,Composed,hard,42.43,34.23,34.23,True
COMP_v375,COMP,Composed,hard,7.28,2.15,2.15,True
COMP_v372,COMP,Composed,hard,1.98,1.95,1.95,False
COMP_v376,COMP,Composed,hard,7.68,2.73,2.73,True
COMP_v377,COMP,Composed,hard,23.51,30.83,23.51,True
COMP_v378,COMP,Composed,hard,7.43,8.89,7.43,True
COMP_v379,COMP,Composed,hard,8.24,8.49,8.24,True
COMP_v380,COMP,Composed,hard,43.31,32.86,32.86,True
COMP_v381,COMP,Composed,hard,79.0,61.61,61.61,True
COMP_v382,COMP,Composed,hard,6.65,5.41,5.41,True
COMP_v383,COMP,Composed,hard,5.04,4.89,4.89,True
COMP_v384,COMP,Composed,hard,12.53,11.77,11.77,True
COMP_v385,COMP,Composed,hard,1.92,1.93,1.92,False
COMP_v386,COMP,Composed,hard,266.67,59.29,59.29,True
COMP_v387,COMP,Composed,hard,11.87,13.78,11.87,True
COMP_v388,COMP,Composed,hard,8.97,10.8,8.97,True
COMP_v389,COMP,Composed,hard,94460.0,113530.0,94460.0,True
COMP_v390,COMP,Composed,hard,803.87,237.12,237.12,True
COMP_v391,COMP,Composed,hard,115.85,61.17,61.17,True
COMP_v392,COMP,Composed,hard,104898.0,95964.0,95964.0,True
COMP_v393,COMP,Composed,hard,5.01,4.91,4.91,True
COMP_v394,COMP,Composed,hard,107347.0,96793.0,96793.0,True
COMP_v395,COMP,Composed,hard,11.6,6.22,6.22,True
COMP_v396,COMP,Composed,hard,277.48,281.07,277.48,True
COMP_v397,COMP,Composed,hard,12.04,12.76,12.04,True
COMP_v398,COMP,Composed,hard,275.9,408.89,275.9,True
COMP_v399,COMP,Composed,hard,57.95,76.81,57.95,True
COMP_v400,COMP,Composed,hard,2.78,3.01,2.78,True
COMP_v401,COMP,Composed,hard,164.89,203.51,164.89,True
COMP_v402,COMP,Composed,hard,73.56,62.66,62.66,True
COMP_v403,COMP,Composed,hard,94349.0,112161.0,94349.0,True
COMP_v404,COMP,Composed,hard,2907.0,3404.0,2907.0,True
COMP_v405,COMP,Composed,hard,7.99,8.43,7.99,True
COMP_v406,COMP,Composed,hard,9.11,9.32,9.11,True
COMP_v407,COMP,Composed,hard,282.0,56.64,56.64,True
COMP_v408,COMP,Composed,hard,6.48,5.06,5.06,True
COMP_v409,COMP,Composed,hard,734.12,3609.16,734.12,True
COMP_v410,COMP,Composed,hard,110805.0,100589.0,100589.0,True
COMP_v411,COMP,Composed,hard,7.77,4.9,4.9,True
COMP_v413,COMP,Composed,hard,3286.89,3438.09,3286.89,True
COMP_v414,COMP,Composed,hard,128.0,84.6,84.6,True
COMP_v415,COMP,Composed,hard,14.61,64.69,14.61,True
COMP_v412,COMP,Composed,hard,405.04,415.92,405.04,True
COMP_v416,COMP,Composed,hard,13.67,6.1,6.1,True
COMP_v418,COMP,Composed,hard,115.5,62.81,62.81,True
COMP_v417,COMP,Composed,hard,340.29,348.09,340.29,True
COMP_v419,COMP,Composed,hard,12.67,12.31,12.31,True
COMP_v420,COMP,Composed,hard,12.4,11.47,11.47,True
COMP_v421,COMP,Composed,hard,93.09,92.24,92.24,True
COMP_v423,COMP,Composed,hard,8.62,5.1,5.1,True
COMP_v422,COMP,Composed,hard,278.72,272.21,272.21,True
COMP_v424,COMP,Composed,hard,276.78,277.15,276.78,True
COMP_v425,COMP,Composed,hard,4.98,4.76,4.76,True
COMP_v426,COMP,Composed,hard,11.69,11.85,11.69,True
COMP_v427,COMP,Composed,hard,273.19,274.27,273.19,True
COMP_v428,COMP,Composed,hard,6.96,1.8,1.8,False
COMP_v429,COMP,Composed,hard,14.11,6.74,6.74,True
COMP_v430,COMP,Composed,hard,13.29,5.03,5.03,True
COMP_v431,COMP,Composed,hard,115.32,61.56,61.56,True
COMP_v432,COMP,Composed,hard,140.84,133.35,133.35,True
COMP_v433,COMP,Composed,hard,6.65,1.54,1.54,False
COMP_v434,COMP,Composed,hard,10.48,8.81,8.81,True
COMP_v435,COMP,Composed,hard,813.48,570.75,570.75,True
COMP_v436,COMP,Composed,hard,71.57,72.85,71.57,True
COMP_v438,COMP,Composed,hard,41.99,45.81,41.99,True
COMP_v437,COMP,Composed,hard,360.66,359.94,359.94,True
COMP_v439,COMP,Composed,hard,10.91,9.28,9.28,True
COMP_v440,COMP,Composed,hard,266.67,56.43,56.43,True
COMP_v441,COMP,Composed,hard,199.8,214.78,199.8,True
COMP_v442,COMP,Composed,hard,24.05,34.1,24.05,True
COMP_v443,COMP,Composed,hard,148.5,56.57,56.57,True
COMP_v444,COMP,Composed,hard,53.33,52.41,52.41,True
COMP_v445,COMP,Composed,hard,276.21,276.7,276.21,True
COMP_v446,COMP,Composed,hard,8.77,8.02,8.02,True
COMP_v447,COMP,Composed,hard,93912.0,112700.0,93912.0,True
COMP_v448,COMP,Composed,hard,821.91,616.7,616.7,True
COMP_v449,COMP,Composed,hard,706.0,3461.0,706.0,True
COMP_v450,COMP,Composed,hard,387.21,395.98,387.21,True
COMP_v451,COMP,Composed,hard,755.17,673.14,673.14,True
COMP_v452,COMP,Composed,hard,8.97,8.99,8.97,True
COMP_v453,COMP,Composed,hard,92.72,93.25,92.72,True
COMP_v455,COMP,Composed,hard,7.77,8.06,7.77,True
COMP_v454,COMP,Composed,hard,443.12,452.34,443.12,True
COMP_v456,COMP,Composed,hard,110.51,63.71,63.71,True
COMP_v457,COMP,Composed,hard,95076.0,114668.0,95076.0,True
COMP_v458,COMP,Composed,hard,198.78,203.84,198.78,True
COMP_v459,COMP,Composed,hard,87.38,116.6,87.38,True
COMP_v461,COMP,Composed,hard,2819.0,3471.0,2819.0,True
COMP_v460,COMP,Composed,hard,2.05,1.97,1.97,False
COMP_v462,COMP,Composed,hard,93.89,93.04,93.04,True
COMP_v464,COMP,Composed,hard,7.97,7.86,7.86,True
COMP_v463,COMP,Composed,hard,340.83,387.27,340.83,True
COMP_v465,COMP,Composed,hard,73.82,74.72,73.82,True
COMP_v466,COMP,Composed,hard,32.85,59.5,32.85,True
COMP_v467,COMP,Composed,hard,2.6,2.53,2.53,True
COMP_v468,COMP,Composed,hard,139.25,107.0,107.0,True
COMP_v469,COMP,Composed,hard,110.94,133.73,110.94,True
COMP_v470,COMP,Composed,hard,2784.0,3439.0,2784.0,True
COMP_v471,COMP,Composed,hard,135.58,137.91,135.58,True
COMP_v472,COMP,Composed,hard,7.29,7.25,7.25,True
COMP_v473,COMP,Composed,hard,140.5,57.0,57.0,True
COMP_v474,COMP,Composed,hard,50.86,54.55,50.86,True
COMP_v475,COMP,Composed,hard,8.07,8.3,8.07,True
COMP_v476,COMP,Composed,hard,117.67,61.14,61.14,True
COMP_v477,COMP,Composed,hard,25.61,21.14,21.14,True
COMP_v478,COMP,Composed,hard,93745.0,111880.0,93745.0,True
COMP_v479,COMP,Composed,hard,94692.0,109562.0,94692.0,True
COMP_v480,COMP,Composed,hard,208.62,188.18,188.18,True
COMP_v481,COMP,Composed,hard,2.04,1.95,1.95,False
COMP_v482,COMP,Composed,hard,4.89,4.9,4.89,True
COMP_v483,COMP,Composed,hard,133.75,102.0,102.0,True
COMP_v484,COMP,Composed,hard,4.96,4.98,4.96,True
COMP_v485,COMP,Composed,hard,12.4,11.4,11.4,True
COMP_v486,COMP,Composed,hard,7.77,2.57,2.57,True
COMP_v487,COMP,Composed,hard,201.43,204.79,201.43,True
COMP_v488,COMP,Composed,hard,158.33,44.0,44.0,True
COMP_v489,COMP,Composed,hard,354.41,324.07,324.07,True
COMP_v490,COMP,Composed,hard,71.61,55.91,55.91,True
COMP_v491,COMP,Composed,hard,191.0,83.09,83.09,True
COMP_v493,COMP,Composed,hard,2614.0,3414.0,2614.0,True
COMP_v492,COMP,Composed,hard,2.0,1.9,1.9,False
COMP_v494,COMP,Composed,hard,82.31,84.51,82.31,True
COMP_v495,COMP,Composed,hard,396.43,353.7,353.7,True
COMP_v496,COMP,Composed,hard,41.14,48.14,41.14,True
COMP_v497,COMP,Composed,hard,686.76,686.93,686.76,True
COMP_v498,COMP,Composed,hard,93.59,92.17,92.17,True
COMP_v499,COMP,Composed,hard,94020.0,113454.0,94020.0,True
COMP_v500,COMP,Composed,hard,47.89,32.33,32.33,True
COMP_v501,COMP,Composed,hard,267.33,60.08,60.08,True
COMP_v502,COMP,Composed,hard,111.96,61.11,61.11,True
COMP_v503,COMP,Composed,hard,2.71,2.93,2.71,True
COMP_v504,COMP,Composed,hard,3592.83,3036.87,3036.87,True
COMP_v505,COMP,Composed,hard,19.38,33.29,19.38,True
COMP_v506,COMP,Composed,hard,78.39,71.82,71.82,True
COMP_v507,COMP,Composed,hard,423.29,442.63,423.29,True
COMP_v508,COMP,Composed,hard,94264.0,119986.0,94264.0,True
COMP_v509,COMP,Composed,hard,2628.0,3449.0,2628.0,True
COMP_v510,COMP,Composed,hard,116.81,69.62,69.62,True
COMP_v511,COMP,Composed,hard,70.23,73.36,70.23,True
COMP_v512,COMP,Composed,hard,2.77,2.56,2.56,True
COMP_v513,COMP,Composed,hard,181.64,200.4,181.64,True
COMP_v514,COMP,Composed,hard,68.96,78.8,68.96,True
COMP_v515,COMP,Composed,hard,10.08,5.35,5.35,True
COMP_v516,COMP,Composed,hard,7.46,7.37,7.37,True
COMP_v517,COMP,Composed,hard,12.7,12.16,12.16,True
COMP_v518,COMP,Composed,hard,7.42,3.07,3.07,True
COMP_v519,COMP,Composed,hard,14.5,14.84,14.5,True
COMP_v520,COMP,Composed,hard,164.82,370.64,164.82,True
COMP_v521,COMP,Composed,hard,3097.0,3866.0,3097.0,True
COMP_v522,COMP,Composed,hard,40.78,24.28,24.28,True
COMP_v523,COMP,Composed,hard,47.8,56.83,47.8,True
COMP_v524,COMP,Composed,hard,2685.0,3397.0,2685.0,True
COMP_v526,COMP,Composed,hard,8.1,8.1,8.1,True
COMP_v525,COMP,Composed,hard,13.64,6.64,6.64,True
COMP_v527,COMP,Composed,hard,46.57,59.28,46.57,True
COMP_v528,COMP,Composed,hard,2900.0,4001.0,2900.0,True
COMP_v530,COMP,Composed,hard,122.78,89.82,89.82,True
COMP_v529,COMP,Composed,hard,394.69,393.88,393.88,True
COMP_v532,COMP,Composed,hard,13.23,13.53,13.23,True
COMP_v533,COMP,Composed,hard,7.82,2.43,2.43,True
COMP_v534,COMP,Composed,hard,2.82,2.51,2.51,True
COMP_v531,COMP,Composed,hard,480.1,424.18,424.18,True
COMP_v535,COMP,Composed,hard,1.91,1.83,1.83,False
COMP_v536,COMP,Composed,hard,43.32,19.22,19.22,True
COMP_v538,COMP,Composed,hard,92.43,93.88,92.43,True
COMP_v537,COMP,Composed,hard,391.58,305.79,305.79,True
COMP_v539,COMP,Composed,hard,4.96,5.0,4.96,True
COMP_v540,COMP,Composed,hard,8.15,2.55,2.55,True
COMP_v541,COMP,Composed,hard,14.95,14.61,14.61,True
COMP_v542,COMP,Composed,hard,5.01,5.06,5.01,True
COMP_v544,COMP,Composed,hard,981.15,641.94,641.94,True
COMP_v543,COMP,Composed,hard,13.31,6.44,6.44,True
COMP_v545,COMP,Composed,hard,137.97,75.27,75.27,True
COMP_v546,COMP,Composed,hard,291.33,31.41,31.41,True
COMP_v547,COMP,Composed,hard,2891.0,3545.0,2891.0,True
COMP_v549,COMP,Composed,hard,129.93,77.15,77.15,True
COMP_v548,COMP,Composed,hard,506.15,441.75,441.75,True
COMP_v550,COMP,Composed,hard,194.53,129.38,129.38,True
COMP_v551,COMP,Composed,hard,15.31,4.16,4.16,True
COMP_v552,COMP,Composed,hard,6.97,3.41,3.41,True
COMP_v553,COMP,Composed,hard,640.34,430.64,430.64,True
COMP_v554,COMP,Composed,hard,8.81,9.69,8.81,True
COMP_v556,COMP,Composed,hard,1567.0,3314.0,1567.0,True
COMP_v555,COMP,Composed,hard,195.94,281.76,195.94,True
COMP_v558,COMP,Composed,hard,177.0,199.4,177.0,True
COMP_v557,COMP,Composed,hard,1.98,1.85,1.85,False
COMP_v559,COMP,Composed,hard,7.53,1.51,1.51,False
COMP_v560,COMP,Composed,hard,213.14,223.28,213.14,True
COMP_v561,COMP,Composed,hard,137.83,143.88,137.83,True
COMP_v562,COMP,Composed,hard,9.11,9.0,9.0,True
COMP_v563,COMP,Composed,hard,11.83,11.16,11.16,True
COMP_v564,COMP,Composed,hard,107940.0,127096.0,107940.0,True
COMP_v565,COMP,Composed,hard,112740.0,127984.0,112740.0,True
COMP_v566,COMP,Composed,hard,7.8,3.02,3.02,True
COMP_v567,COMP,Composed,hard,9.38,2.17,2.17,True
COMP_v568,COMP,Composed,hard,720.14,298.87,298.87,True
COMP_v569,COMP,Composed,hard,55.08,31.14,31.14,True
COMP_v570,COMP,Composed,hard,9.17,2.38,2.38,True
COMP_v571,COMP,Composed,hard,35.24,52.18,35.24,True
COMP_v572,COMP,Composed,hard,2847.32,1999.97,1999.97,True
COMP_v573,COMP,Composed,hard,48.97,55.69,48.97,True
COMP_v574,COMP,Composed,hard,8.51,2.15,2.15,True
COMP_v575,COMP,Composed,hard,9.17,10.32,9.17,True
COMP_v577,COMP,Composed,hard,3.89,3.86,3.86,True
COMP_v576,COMP,Composed,hard,202.67,112.5,112.5,True
COMP_v578,COMP,Composed,hard,348.1,401.92,348.1,True
COMP_v579,COMP,Composed,hard,43.05,28.76,28.76,True
COMP_v580,COMP,Composed,hard,130989.0,121237.0,121237.0,True
COMP_v581,COMP,Composed,hard,57.79,133.94,57.79,True
COMP_v582,COMP,Composed,hard,7.38,6.05,6.05,True
COMP_v583,COMP,Composed,hard,212.72,262.31,212.72,True
COMP_v584,COMP,Composed,hard,158.33,56.5,56.5,True
COMP_v585,COMP,Composed,hard,88.7,87.41,87.41,True
COMP_v586,COMP,Composed,hard,54.2,34.65,34.65,True
COMP_v587,COMP,Composed,hard,101.37,96.2,96.2,True
COMP_v588,COMP,Composed,hard,8.13,7.94,7.94,True
COMP_v589,COMP,Composed,hard,39.29,33.3,33.3,True
COMP_v590,COMP,Composed,hard,110.86,141.62,110.86,True
COMP_v591,COMP,Composed,hard,99156.0,124901.0,99156.0,True
COMP_v592,COMP,Composed,hard,367.79,390.81,367.79,True
COMP_v593,COMP,Composed,hard,264.82,286.09,264.82,True
COMP_v594,COMP,Composed,hard,3443.92,3579.13,3443.92,True
COMP_v595,COMP,Composed,hard,5.47,3.59,3.59,True
COMP_v596,COMP,Composed,hard,7.31,3.07,3.07,True
COMP_v597,COMP,Composed,hard,95.52,63.03,63.03,True
COMP_v599,COMP,Composed,hard,132.0,85.83,85.83,True
COMP_v598,COMP,Composed,hard,2.01,2.07,2.01,True
COMP_v600,COMP,Composed,hard,43.3,38.1,38.1,True
COMP_v601,COMP,Composed,hard,11.63,5.94,5.94,True
COMP_v602,COMP,Composed,hard,180.69,194.21,180.69,True
COMP_v604,COMP,Composed,hard,69.26,50.51,50.51,True
COMP_v603,COMP,Composed,hard,1.75,1.69,1.69,False
COMP_v605,COMP,Composed,hard,433.05,291.85,291.85,True
COMP_v606,COMP,Composed,hard,103.72,76.98,76.98,True
COMP_v607,COMP,Composed,hard,11.79,11.67,11.67,True
COMP_v608,COMP,Composed,hard,2.27,1.99,1.99,False
COMP_v610,COMP,Composed,hard,2779.0,3789.0,2779.0,True
COMP_v609,COMP,Composed,hard,336.79,362.77,336.79,True
COMP_v611,COMP,Composed,hard,100893.0,122010.0,100893.0,True
COMP_v612,COMP,Composed,hard,2.11,2.75,2.11,True
COMP_v613,COMP,Composed,hard,7.45,7.47,7.45,True
COMP_v614,COMP,Composed,hard,222.56,156.38,156.38,True
COMP_v615,COMP,Composed,hard,13.86,13.0,13.0,True
COMP_v616,COMP,Composed,hard,205.8,165.43,165.43,True
COMP_v617,COMP,Composed,hard,110415.0,105214.0,105214.0,True
COMP_v618,COMP,Composed,hard,78.0,77.75,77.75,True
COMP_v619,COMP,Composed,hard,76.62,81.41,76.62,True
COMP_v620,COMP,Composed,hard,133.07,71.11,71.11,True
COMP_v621,COMP,Composed,hard,6.1,2.24,2.24,True
COMP_v623,COMP,Composed,hard,2.7,2.96,2.7,True
COMP_v622,COMP,Composed,hard,407.03,463.66,407.03,True
COMP_v624,COMP,Composed,hard,869.8,808.53,808.53,True
COMP_v625,COMP,Composed,hard,78.33,69.73,69.73,True
COMP_v626,COMP,Composed,hard,139.83,51.77,51.77,True
COMP_v627,COMP,Composed,hard,118.8,119.0,118.8,True
COMP_v628,COMP,Composed,hard,68.12,49.64,49.64,True
COMP_v629,COMP,Composed,hard,95.16,97.75,95.16,True
COMP_v630,COMP,Composed,hard,8.24,7.28,7.28,True
COMP_v631,COMP,Composed,hard,10.16,5.42,5.42,True
COMP_v632,COMP,Composed,hard,3.5,4.22,3.5,True
COMP_v634,COMP,Composed,hard,54.62,44.07,44.07,True
COMP_v633,COMP,Composed,hard,364.97,303.99,303.99,True
COMP_v635,COMP,Composed,hard,93.47,94.12,93.47,True
COMP_v636,COMP,Composed,hard,91.28,88.46,88.46,True
COMP_v637,COMP,Composed,hard,13.76,13.79,13.76,True
COMP_v638,COMP,Composed,hard,128.99,32.84,32.84,True
COMP_v639,COMP,Composed,hard,9.7,69.5,9.7,True
COMP_v640,COMP,Composed,hard,1674.5,1847.5,1674.5,True
COMP_v641,COMP,Composed,hard,217.22,192.2,192.2,True
COMP_v642,COMP,Composed,hard,5.15,4.98,4.98,True
COMP_v643,COMP,Composed,hard,181.27,163.08,163.08,True
COMP_v644,COMP,Composed,hard,7.5,7.77,7.5,True
COMP_v645,COMP,Composed,hard,4.91,4.97,4.91,True
COMP_v646,COMP,Composed,hard,10.35,10.13,10.13,True
COMP_v647,COMP,Composed,hard,2760.0,3457.0,2760.0,True
COMP_v648,COMP,Composed,hard,37.42,33.45,33.45,True
COMP_v650,COMP,Composed,hard,4.13,5.15,4.13,True
COMP_v649,COMP,Composed,hard,58.75,97.29,58.75,True
COMP_v653,COMP,Composed,hard,363.26,322.73,322.73,True
COMP_v651,COMP,Composed,hard,409.72,404.53,404.53,True
COMP_v652,COMP,Composed,hard,334.61,346.66,334.61,True
COMP_v654,COMP,Composed,hard,19.81,14.68,14.68,True
COMP_v655,COMP,Composed,hard,93.9,95.84,93.9,True
COMP_v656,COMP,Composed,hard,77.82,71.63,71.63,True
COMP_v658,COMP,Composed,hard,5.2,5.0,5.0,True
COMP_v657,COMP,Composed,hard,451.56,452.21,451.56,True
COMP_v659,COMP,Composed,hard,123.6,84.4,84.4,True
COMP_v660,COMP,Composed,hard,8.92,6.26,6.26,True
COMP_v661,COMP,Composed,hard,107240.0,107253.0,107240.0,True
COMP_v662,COMP,Composed,hard,2.0,2.04,2.0,False
COMP_v663,COMP,Composed,hard,3.07,2.81,2.81,True
COMP_v664,COMP,Composed,hard,26.49,32.14,26.49,True
COMP_v665,COMP,Composed,hard,3106.0,3610.0,3106.0,True
COMP_v666,COMP,Composed,hard,2.01,1.87,1.87,False
COMP_v667,COMP,Composed,hard,9.32,8.46,8.46,True
COMP_v668,COMP,Composed,hard,187.64,204.0,187.64,True
COMP_v669,COMP,Composed,hard,34.04,26.28,26.28,True
COMP_v670,COMP,Composed,hard,9.21,8.92,8.92,True
COMP_v671,COMP,Composed,hard,390.97,409.52,390.97,True
COMP_v672,COMP,Composed,hard,291.83,245.17,245.17,True
COMP_v673,COMP,Composed,hard,92.22,98.31,92.22,True
COMP_v674,COMP,Composed,hard,108.33,88.47,88.47,True
COMP_v677,COMP,Composed,hard,354.97,342.74,342.74,True
COMP_v675,COMP,Composed,hard,425.97,410.87,410.87,True
COMP_v676,COMP,Composed,hard,384.98,365.54,365.54,True
COMP_v678,COMP,Composed,hard,338.56,380.52,338.56,True
COMP_v679,COMP,Composed,hard,95.77,117.4,95.77,True
COMP_v680,COMP,Composed,hard,6.89,1.43,1.43,False
COMP_v681,COMP,Composed,hard,422.61,391.19,391.19,True
COMP_v682,COMP,Composed,hard,2906.0,3790.0,2906.0,True
COMP_v683,COMP,Composed,hard,80.82,81.39,80.82,True
COMP_v684,COMP,Composed,hard,2.64,2.73,2.64,True
COMP_v685,COMP,Composed,hard,15.35,8.11,8.11,True
COMP_v686,COMP,Composed,hard,8.59,2.67,2.67,True
COMP_v687,COMP,Composed,hard,193.5,190.7,190.7,True
COMP_v688,COMP,Composed,hard,433.23,450.23,433.23,True
COMP_v689,COMP,Composed,hard,280.0,60.07,60.07,True
COMP_v690,COMP,Composed,hard,277.33,87.6,87.6,True
COMP_v692,COMP,Composed,hard,15.55,9.11,9.11,True
COMP_v691,COMP,Composed,hard,90.3,95.92,90.3,True
COMP_v693,COMP,Composed,hard,66.62,63.06,63.06,True
COMP_v694,COMP,Composed,hard,1.96,1.94,1.94,False
COMP_v695,COMP,Composed,hard,47.47,31.45,31.45,True
COMP_v696,COMP,Composed,hard,115.42,124.15,115.42,True
COMP_v697,COMP,Composed,hard,121.46,133.43,121.46,True
COMP_v698,COMP,Composed,hard,199.7,190.3,190.3,True
COMP_v699,COMP,Composed,hard,136.5,110.25,110.25,True
DS-1_v000,DS-1,Data Structure,hard,182.32,181.65,181.65,True
DS-1_v001,DS-1,Data Structure,hard,89.86,74.35,74.35,True
DS-1_v002,DS-1,Data Structure,hard,79.06,81.33,79.06,True
DS-1_v003,DS-1,Data Structure,hard,70.33,51.0,51.0,True
DS-1_v004,DS-1,Data Structure,hard,107.15,134.64,107.15,True
DS-1_v005,DS-1,Data Structure,hard,72.67,61.86,61.86,True
DS-1_v006,DS-1,Data Structure,hard,101.69,97.36,97.36,True
DS-1_v007,DS-1,Data Structure,hard,156.28,102.35,102.35,True
DS-1_v008,DS-1,Data Structure,hard,304.12,282.21,282.21,True
DS-1_v009,DS-1,Data Structure,hard,276.96,250.39,250.39,True
DS-1_v010,DS-1,Data Structure,hard,158.8,162.95,158.8,True
DS-1_v011,DS-1,Data Structure,hard,58.5,65.2,58.5,True
DS-1_v012,DS-1,Data Structure,hard,137.89,181.77,137.89,True
DS-1_v013,DS-1,Data Structure,hard,70.33,74.78,70.33,True
DS-1_v014,DS-1,Data Structure,hard,120.64,146.0,120.64,True
DS-2_v000,DS-2,Data Structure,hard,4.82,4.14,4.14,True
DS-2_v001,DS-2,Data Structure,hard,5.49,5.29,5.29,True
DS-2_v002,DS-2,Data Structure,hard,3.64,3.81,3.64,True
DS-2_v003,DS-2,Data Structure,hard,6.13,5.48,5.48,True
DS-2_v004,DS-2,Data Structure,hard,5.97,5.25,5.25,True
DS-2_v005,DS-2,Data Structure,hard,3.8,3.85,3.8,True
DS-2_v006,DS-2,Data Structure,hard,3.82,3.75,3.75,True
DS-2_v007,DS-2,Data Structure,hard,4.56,4.31,4.31,True
DS-2_v008,DS-2,Data Structure,hard,3.65,3.77,3.65,True
DS-2_v009,DS-2,Data Structure,hard,4.51,4.59,4.51,True
DS-2_v010,DS-2,Data Structure,hard,4.58,4.68,4.58,True
DS-2_v011,DS-2,Data Structure,hard,3.66,3.43,3.43,True
DS-2_v012,DS-2,Data Structure,hard,3.8,3.81,3.8,True
DS-2_v013,DS-2,Data Structure,hard,5.39,5.29,5.29,True
DS-2_v014,DS-2,Data Structure,hard,5.44,5.13,5.13,True
DS-3_v000,DS-3,Data Structure,medium,2.56,1.37,1.37,False
DS-3_v001,DS-3,Data Structure,medium,2.19,2.1,2.1,True
DS-3_v003,DS-3,Data Structure,medium,1.8,1.92,1.8,False
DS-3_v002,DS-3,Data Structure,medium,2.54,3.81,2.54,True
DS-3_v004,DS-3,Data Structure,medium,1.97,4.09,1.97,False
DS-3_v005,DS-3,Data Structure,medium,3.97,3.17,3.17,True
DS-3_v006,DS-3,Data Structure,medium,1.39,1.71,1.39,False
DS-3_v007,DS-3,Data Structure,medium,2.03,3.43,2.03,True
DS-3_v008,DS-3,Data Structure,medium,3.29,3.57,3.29,True
DS-3_v010,DS-3,Data Structure,medium,1.65,1.41,1.41,False
DS-3_v011,DS-3,Data Structure,medium,1.55,1.38,1.38,False
DS-3_v009,DS-3,Data Structure,medium,3.82,1.76,1.76,False
DS-3_v012,DS-3,Data Structure,medium,3.94,2.17,2.17,True
DS-3_v013,DS-3,Data Structure,medium,6.52,4.06,4.06,True
DS-3_v014,DS-3,Data Structure,medium,1.41,1.31,1.31,False
